Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-07-17,11.984,0
2021-07-18,11.249,0
2021-07-19,11.11,0
2021-07-20,11.649,0
2021-07-21,10.551,0
2021-07-22,10.415,0
2021-07-23,11.631,0
2021-07-24,12.42,0
2021-07-25,13.068,1
2021-07-26,13.275,1
2021-07-27,13.699,1
2021-07-28,14.33,1
2021-07-29,14.917,1
2021-07-30,13.422,1
2021-07-31,12.943,1
2021-08-01,13.594,1
2021-08-02,12.441,1
2021-08-03,11.643,2
2021-08-04,11.574,2
2021-08-05,11.508,2
2021-08-06,11.444,2
2021-08-07,11.382,2
2021-08-08,11.323,2
2021-08-09,11.266,2
