Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-12-01,20.439,0
2018-12-02,18.834,0
2018-12-03,23.055,0
2018-12-04,28.178,0
2018-12-05,29.816,0
2018-12-06,29.486,0
2018-12-07,30.444,0
2018-12-08,30.762,1
2018-12-09,30.213,1
2018-12-10,29.448,1
2018-12-11,28.602,1
2018-12-12,27.72,1
2018-12-13,24.99,1
2018-12-14,22.95,1
2018-12-15,21.004,1
2018-12-16,22.213,1
2018-12-17,26.436,1
2018-12-18,27.778,2
2018-12-19,27.998,2
2018-12-20,28.211,2
2018-12-21,28.416,2
2018-12-22,28.614,2
2018-12-23,28.803,2
2018-12-24,28.983,2
