Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-05-12,4.197,0
2019-05-13,3.888,0
2019-05-14,3.941,0
2019-05-15,4.454,0
2019-05-16,5.783,0
2019-05-17,6.818,0
2019-05-18,7.343,0
2019-05-19,7.827,1
2019-05-20,7.691,1
2019-05-21,6.696,1
2019-05-22,7.769,1
2019-05-23,9.687,1
2019-05-24,10.455,1
2019-05-25,11.304,1
2019-05-26,11.75,1
2019-05-27,11.603,1
2019-05-28,12.365,1
2019-05-29,8.405,2
2019-05-30,8.595,2
2019-05-31,8.785,2
2019-06-01,8.975,2
2019-06-02,9.165,2
2019-06-03,9.353,2
2019-06-04,9.541,2
