Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-08-18,15.008,0
2019-08-19,15.474,0
2019-08-20,14.976,0
2019-08-21,14.686,0
2019-08-22,14.239,0
2019-08-23,12.511,0
2019-08-24,11.296,0
2019-08-25,11.193,0
2019-08-26,12.695,1
2019-08-27,13.117,1
2019-08-28,12.591,1
2019-08-29,11.989,1
2019-08-30,12.051,1
2019-08-31,11.985,1
2019-09-01,11.323,1
2019-09-02,11.501,1
2019-09-03,12.018,1
2019-09-04,12.524,1
2019-09-05,12.348,1
2019-09-06,11.79,1
2019-09-07,11.72,1
2019-09-08,11.642,1
2019-09-09,11.089,1
2019-09-10,10.158,2
2019-09-11,9.995,2
2019-09-12,9.829,2
2019-09-13,9.661,2
2019-09-14,9.49,2
2019-09-15,9.317,2
2019-09-16,9.141,2
