Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-12-07,24.598,0
2019-12-08,22.068,0
2019-12-09,19.897,0
2019-12-10,25.425,0
2019-12-11,30.7,0
2019-12-12,27.644,0
2019-12-13,22.976,0
2019-12-14,23.61,1
2019-12-15,28.039,1
2019-12-16,27.752,1
2019-12-17,29.42,1
2019-12-18,32.198,1
2019-12-19,29.895,1
2019-12-20,27.122,1
2019-12-21,24.729,1
2019-12-22,23.01,1
2019-12-23,22.076,1
2019-12-24,22.591,1
2019-12-25,24.14,1
2019-12-26,25.906,1
2019-12-27,27.618,1
2019-12-28,28.74,1
2019-12-29,29.836,2
2019-12-30,29.995,2
2019-12-31,30.14,2
2020-01-01,30.271,2
2020-01-02,30.387,2
2020-01-03,30.488,2
2020-01-04,30.574,2
