Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-08-09,14.43,0
2018-08-10,13.685,0
2018-08-11,12.931,0
2018-08-12,12.983,0
2018-08-13,12.681,0
2018-08-14,12.963,0
2018-08-15,14.022,0
2018-08-16,14.545,1
2018-08-17,14.848,1
2018-08-18,14.013,1
2018-08-19,13.481,1
2018-08-20,13.138,1
2018-08-21,12.872,1
2018-08-22,12.027,1
2018-08-23,10.97,1
2018-08-24,10.709,1
2018-08-25,11.397,1
2018-08-26,12.05,1
2018-08-27,12.617,1
2018-08-28,12.886,1
2018-08-29,12.986,1
2018-08-30,12.995,1
2018-08-31,11.452,2
2018-09-01,11.32,2
2018-09-02,11.185,2
2018-09-03,11.046,2
2018-09-04,10.904,2
2018-09-05,10.757,2
2018-09-06,10.606,2
