Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-08-04,9.327,0
2020-08-05,9.51,0
2020-08-06,9.266,0
2020-08-07,10.215,0
2020-08-08,11.73,0
2020-08-09,13.097,0
2020-08-10,13.702,0
2020-08-11,13.35,0
2020-08-12,12.77,1
2020-08-13,13.176,1
2020-08-14,13.626,1
2020-08-15,13.804,1
2020-08-16,13.37,1
2020-08-17,12.361,1
2020-08-18,10.846,1
2020-08-19,10.334,1
2020-08-20,11.112,1
2020-08-21,10.548,2
2020-08-22,10.474,2
2020-08-23,10.397,2
2020-08-24,10.315,2
2020-08-25,10.23,2
2020-08-26,10.139,2
2020-08-27,10.044,2
