Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-10-20,3.073,0
2020-10-21,3.667,0
2020-10-22,3.924,0
2020-10-23,2.488,0
2020-10-24,1.545,0
2020-10-25,1.51,0
2020-10-26,1.484,0
2020-10-27,1.643,1
2020-10-28,1.551,1
2020-10-29,1.295,1
2020-10-30,0.753,1
2020-10-31,0.784,1
2020-11-01,1.074,1
2020-11-02,0.877,1
2020-11-03,0.684,1
2020-11-04,0.837,1
2020-11-05,1.205,1
2020-11-06,1.399,1
2020-11-07,1.185,1
2020-11-08,1.03,1
2020-11-09,0.903,1
2020-11-10,0.802,1
2020-11-11,0.713,1
2020-11-12,0.577,2
2020-11-13,0.557,2
2020-11-14,0.54,2
2020-11-15,0.524,2
2020-11-16,0.51,2
2020-11-17,0.498,2
2020-11-18,0.488,2
