Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-10-18,4.644,0
2020-10-19,4.581,0
2020-10-20,5.283,0
2020-10-21,6.047,0
2020-10-22,6.376,0
2020-10-23,4.646,0
2020-10-24,3.299,0
2020-10-25,3.044,1
2020-10-26,3.316,1
2020-10-27,3.701,1
2020-10-28,3.226,1
2020-10-29,2.856,1
2020-10-30,1.822,1
2020-10-31,1.513,1
2020-11-01,1.665,1
2020-11-02,1.957,1
2020-11-03,1.865,1
2020-11-04,2.039,1
2020-11-05,2.067,1
2020-11-06,1.977,1
2020-11-07,1.908,1
2020-11-08,1.881,1
2020-11-09,1.923,1
2020-11-10,1.459,2
2020-11-11,1.412,2
2020-11-12,1.368,2
2020-11-13,1.327,2
2020-11-14,1.288,2
2020-11-15,1.25,2
2020-11-16,1.215,2
