Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-18,8.218,0
2020-06-19,9.463,0
2020-06-20,10.185,0
2020-06-21,10.485,0
2020-06-22,10.644,0
2020-06-23,9.931,0
2020-06-24,9.186,0
2020-06-25,9.431,1
2020-06-26,11.112,1
2020-06-27,12.309,1
2020-06-28,12.469,1
2020-06-29,12.304,1
2020-06-30,12.138,1
2020-07-01,12.314,1
2020-07-02,13.029,1
2020-07-03,13.552,1
2020-07-04,13.514,1
2020-07-05,13.717,1
2020-07-06,13.67,1
2020-07-07,13.584,1
2020-07-08,13.845,1
2020-07-09,14.044,1
2020-07-10,12.18,2
2020-07-11,12.25,2
2020-07-12,12.311,2
2020-07-13,12.363,2
2020-07-14,12.405,2
2020-07-15,12.438,2
2020-07-16,12.461,2
