Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-09,15.475,0
2022-04-10,14.51,0
2022-04-11,11.949,0
2022-04-12,9.9,0
2022-04-13,9.791,0
2022-04-14,12.04,0
2022-04-15,12.126,0
2022-04-16,14.069,0
2022-04-17,16.735,1
2022-04-18,16.356,1
2022-04-19,16.326,1
2022-04-20,13.249,1
2022-04-21,8.682,1
2022-04-22,6.703,1
2022-04-23,6.136,1
2022-04-24,6.095,1
2022-04-25,6.561,1
2022-04-26,7.247,1
2022-04-27,8.067,1
2022-04-28,9.046,1
2022-04-29,9.165,1
2022-04-30,9.052,1
2022-05-01,9.064,1
2022-05-02,7.379,2
2022-05-03,7.153,2
2022-05-04,6.932,2
2022-05-05,6.714,2
2022-05-06,6.499,2
2022-05-07,6.288,2
2022-05-08,6.08,2
