Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-10-25,8.446,0
2021-10-26,11.245,0
2021-10-27,11.054,0
2021-10-28,9.838,0
2021-10-29,9.845,0
2021-10-30,10.124,0
2021-10-31,11.454,0
2021-11-01,15.14,1
2021-11-02,17.039,1
2021-11-03,18.617,1
2021-11-04,19.051,1
2021-11-05,18.313,1
2021-11-06,17.388,1
2021-11-07,15.447,1
2021-11-08,14.095,1
2021-11-09,12.578,1
2021-11-10,10.526,1
2021-11-11,17.346,2
2021-11-12,17.686,2
2021-11-13,18.017,2
2021-11-14,18.339,2
2021-11-15,18.651,2
2021-11-16,18.953,2
2021-11-17,19.246,2
