Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-01-16,24.917,0
2021-01-17,24.523,0
2021-01-18,25.805,0
2021-01-19,26.302,0
2021-01-20,27.504,0
2021-01-21,24.86,0
2021-01-22,29.458,0
2021-01-23,32.231,1
2021-01-24,29.632,1
2021-01-25,27.469,1
2021-01-26,27.775,1
2021-01-27,28.645,1
2021-01-28,30.714,1
2021-01-29,30.444,1
2021-01-30,26.975,1
2021-01-31,23.518,1
2021-02-01,25.208,1
2021-02-02,26.556,1
2021-02-03,26.73,1
2021-02-04,27.119,1
2021-02-05,28.948,1
2021-02-06,30.882,1
2021-02-07,31.399,1
2021-02-08,28.098,2
2021-02-09,27.985,2
2021-02-10,27.865,2
2021-02-11,27.738,2
2021-02-12,27.602,2
2021-02-13,27.457,2
2021-02-14,27.303,2
