Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-12-19,32.956,0
2022-12-20,31.631,0
2022-12-21,33.047,0
2022-12-22,34.458,0
2022-12-23,42.139,0
2022-12-24,43.932,0
2022-12-25,38.484,0
2022-12-26,35.355,0
2022-12-27,31.611,1
2022-12-28,25.217,1
2022-12-29,21.36,1
2022-12-30,20.98,1
2022-12-31,19.281,1
2023-01-01,18.682,1
2023-01-02,20.354,1
2023-01-03,18.34,1
2023-01-04,19.472,1
2023-01-05,28.936,2
2023-01-06,28.999,2
2023-01-07,29.05,2
2023-01-08,29.091,2
2023-01-09,29.123,2
2023-01-10,29.145,2
2023-01-11,29.159,2
