Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-09-29,4.167,0
2020-09-30,3.763,0
2020-10-01,5.66,0
2020-10-02,8.661,0
2020-10-03,8.881,0
2020-10-04,8.67,0
2020-10-05,7.247,0
2020-10-06,3.819,0
2020-10-07,2.358,1
2020-10-08,4.93,1
2020-10-09,3.43,1
2020-10-10,3.314,1
2020-10-11,6.807,1
2020-10-12,6.614,1
2020-10-13,5.369,1
2020-10-14,5.655,1
2020-10-15,5.586,1
2020-10-16,5.905,1
2020-10-17,6.553,1
2020-10-18,9.497,1
2020-10-19,10.08,1
2020-10-20,11.392,1
2020-10-21,13.779,1
2020-10-22,9.607,2
2020-10-23,9.977,2
2020-10-24,10.356,2
2020-10-25,10.742,2
2020-10-26,11.135,2
2020-10-27,11.535,2
2020-10-28,11.94,2
