Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-03-18,1.642,0
2020-03-19,2.374,0
2020-03-20,1.835,0
2020-03-21,1.081,0
2020-03-22,0.915,0
2020-03-23,1.405,0
2020-03-24,1.679,0
2020-03-25,1.667,1
2020-03-26,2.133,1
2020-03-27,2.938,1
2020-03-28,2.234,1
2020-03-29,1.354,1
2020-03-30,0.765,1
2020-03-31,0.544,1
2020-04-01,0.467,1
2020-04-02,0.546,1
2020-04-03,0.571,1
2020-04-04,0.463,1
2020-04-05,0.547,1
2020-04-06,0.565,1
2020-04-07,0.647,1
2020-04-08,0.845,1
2020-04-09,1.414,2
2020-04-10,1.444,2
2020-04-11,1.473,2
2020-04-12,1.5,2
2020-04-13,1.526,2
2020-04-14,1.552,2
2020-04-15,1.577,2
