Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-05-17,7.085,0
2019-05-18,7.413,0
2019-05-19,7.707,0
2019-05-20,8.228,0
2019-05-21,6.855,0
2019-05-22,7.598,0
2019-05-23,8.87,0
2019-05-24,9.247,1
2019-05-25,9.869,1
2019-05-26,10.639,1
2019-05-27,10.279,1
2019-05-28,10.976,1
2019-05-29,10.555,1
2019-05-30,9.565,1
2019-05-31,9.178,1
2019-06-01,9.751,1
2019-06-02,9.838,1
2019-06-03,9.929,1
2019-06-04,10.08,1
2019-06-05,9.911,1
2019-06-06,9.463,1
2019-06-07,9.233,1
2019-06-08,10.275,2
2019-06-09,10.452,2
2019-06-10,10.626,2
2019-06-11,10.797,2
2019-06-12,10.965,2
2019-06-13,11.129,2
2019-06-14,11.288,2
