Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-11-09,23.04,0
2018-11-10,26.173,0
2018-11-11,24.518,0
2018-11-12,25.616,0
2018-11-13,26.43,0
2018-11-14,27.166,0
2018-11-15,24.499,0
2018-11-16,22.118,1
2018-11-17,23.45,1
2018-11-18,24.92,1
2018-11-19,24.031,1
2018-11-20,25.478,1
2018-11-21,27.102,1
2018-11-22,23.766,1
2018-11-23,20.989,1
2018-11-24,19.881,1
2018-11-25,19.505,1
2018-11-26,20.47,1
2018-11-27,21.628,1
2018-11-28,22.242,1
2018-11-29,23.677,1
2018-11-30,24.727,1
2018-12-01,23.266,2
2018-12-02,23.565,2
2018-12-03,23.859,2
2018-12-04,24.15,2
2018-12-05,24.436,2
2018-12-06,24.719,2
2018-12-07,24.998,2
