Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-03-24,16.799,0
2020-03-25,16.122,0
2020-03-26,14.45,0
2020-03-27,12.555,0
2020-03-28,12.532,0
2020-03-29,11.804,0
2020-03-30,13.759,0
2020-03-31,16.439,1
2020-04-01,16.226,1
2020-04-02,15.09,1
2020-04-03,13.581,1
2020-04-04,13.136,1
2020-04-05,10.655,1
2020-04-06,7.813,1
2020-04-07,5.909,1
2020-04-08,5.75,1
2020-04-09,8.113,1
2020-04-10,8.548,1
2020-04-11,8.967,1
2020-04-12,9.815,1
2020-04-13,10.621,1
2020-04-14,10.746,1
2020-04-15,10.888,1
2020-04-16,10.866,2
2020-04-17,10.61,2
2020-04-18,10.356,2
2020-04-19,10.104,2
2020-04-20,9.854,2
2020-04-21,9.608,2
2020-04-22,9.364,2
