Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-02-28,18.635,0
2021-03-01,22.921,0
2021-03-02,25.986,0
2021-03-03,20.183,0
2021-03-04,22.096,0
2021-03-05,23.547,0
2021-03-06,23.929,0
2021-03-07,22.523,1
2021-03-08,19.271,1
2021-03-09,15.421,1
2021-03-10,14.055,1
2021-03-11,13.261,1
2021-03-12,13.901,1
2021-03-13,17.631,1
2021-03-14,21.646,1
2021-03-15,22.265,1
2021-03-16,21.982,1
2021-03-17,22.131,1
2021-03-18,22.329,1
2021-03-19,21.421,1
2021-03-20,20.398,1
2021-03-21,19.122,1
2021-03-22,18.618,1
2021-03-23,17.1,2
2021-03-24,16.851,2
2021-03-25,16.605,2
2021-03-26,16.363,2
2021-03-27,16.122,2
2021-03-28,15.883,2
2021-03-29,15.646,2
