Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2023-04-05,12.115,0
2023-04-06,14.103,0
2023-04-07,15.781,0
2023-04-08,15.453,0
2023-04-09,12.886,0
2023-04-10,9.685,0
2023-04-11,6.505,0
2023-04-12,3.677,1
2023-04-13,3.917,1
2023-04-14,4.194,1
2023-04-15,5.106,1
2023-04-16,8.166,1
2023-04-17,11.456,1
2023-04-18,10.766,1
2023-04-19,8.783,1
2023-04-20,7.827,1
2023-04-21,8.777,1
2023-04-22,9.808,1
2023-04-23,10.046,1
2023-04-24,9.743,1
2023-04-25,9.119,1
2023-04-26,8.404,1
2023-04-27,8.718,2
2023-04-28,8.482,2
2023-04-29,8.248,2
2023-04-30,8.018,2
2023-05-01,7.79,2
2023-05-02,7.564,2
2023-05-03,7.341,2
