Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-04-07,6.688,0
2019-04-08,4.419,0
2019-04-09,8.138,0
2019-04-10,13.496,0
2019-04-11,13.941,0
2019-04-12,11.499,0
2019-04-13,10.913,0
2019-04-14,12.221,0
2019-04-15,14.087,1
2019-04-16,11.37,1
2019-04-17,7.793,1
2019-04-18,6.318,1
2019-04-19,7.65,1
2019-04-20,9.096,1
2019-04-21,8.81,1
2019-04-22,7.2,1
2019-04-23,6.286,1
2019-04-24,6.282,1
2019-04-25,6.152,1
2019-04-26,6.339,1
2019-04-27,6.631,1
2019-04-28,6.173,1
2019-04-29,6.272,1
2019-04-30,7.446,2
2019-05-01,7.209,2
2019-05-02,6.979,2
2019-05-03,6.756,2
2019-05-04,6.539,2
2019-05-05,6.329,2
2019-05-06,6.125,2
