Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-01-30,0,0
2022-01-31,0.04,0
2022-02-01,0.082,0
2022-02-02,0.665,0
2022-02-03,1.269,0
2022-02-04,1.365,0
2022-02-05,0.365,0
2022-02-06,0.432,1
2022-02-07,0.429,1
2022-02-08,0.236,1
2022-02-09,0.102,1
2022-02-10,0.077,1
2022-02-11,0.108,1
2022-02-12,0.176,1
2022-02-13,0.131,1
2022-02-14,0.011,1
2022-02-15,0.091,1
2022-02-16,0.196,1
2022-02-17,0.778,1
2022-02-18,1.524,1
2022-02-19,1.607,1
2022-02-20,1.489,1
2022-02-21,1.101,1
2022-02-22,1.097,2
2022-02-23,1.108,2
2022-02-24,1.118,2
2022-02-25,1.126,2
2022-02-26,1.133,2
2022-02-27,1.139,2
2022-02-28,1.144,2
