Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-12-26,1.204,0
2021-12-27,1.63,0
2021-12-28,1.904,0
2021-12-29,2.398,0
2021-12-30,2.208,0
2021-12-31,2.653,0
2022-01-01,2.958,0
2022-01-02,1.722,1
2022-01-03,0.287,1
2022-01-04,0.214,1
2022-01-05,0.393,1
2022-01-06,0.515,1
2022-01-07,0.646,1
2022-01-08,0.779,1
2022-01-09,1.109,1
2022-01-10,0.642,1
2022-01-11,0.328,1
2022-01-12,0.293,1
2022-01-13,0.271,1
2022-01-14,0.207,1
2022-01-15,0.11,1
2022-01-16,0.123,1
2022-01-17,0.437,2
2022-01-18,0.419,2
2022-01-19,0.403,2
2022-01-20,0.389,2
2022-01-21,0.378,2
2022-01-22,0.369,2
2022-01-23,0.363,2
