Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-04-28,2.223,0
2019-04-29,2.315,0
2019-04-30,3.134,0
2019-05-01,3.633,0
2019-05-02,3.433,0
2019-05-03,2.965,0
2019-05-04,2.957,0
2019-05-05,2.445,0
2019-05-06,2.319,1
2019-05-07,2.74,1
2019-05-08,3.401,1
2019-05-09,3.369,1
2019-05-10,2.83,1
2019-05-11,2.256,1
2019-05-12,2.121,1
2019-05-13,2.28,1
2019-05-14,2.591,1
2019-05-15,2.685,1
2019-05-16,2.634,1
2019-05-17,2.64,1
2019-05-18,2.742,1
2019-05-19,2.735,1
2019-05-20,2.698,1
2019-05-21,4.75,2
2019-05-22,4.902,2
2019-05-23,5.055,2
2019-05-24,5.21,2
2019-05-25,5.366,2
2019-05-26,5.523,2
2019-05-27,5.68,2
