Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-12-23,21.095,0
2019-12-24,21.45,0
2019-12-25,21.046,0
2019-12-26,20.244,0
2019-12-27,20.692,0
2019-12-28,20.524,0
2019-12-29,19.914,0
2019-12-30,22.345,1
2019-12-31,26.755,1
2020-01-01,27.038,1
2020-01-02,23.917,1
2020-01-03,21.583,1
2020-01-04,25.036,1
2020-01-05,28.307,1
2020-01-06,28.094,1
2020-01-07,31.988,1
2020-01-08,33.332,1
2020-01-09,30.033,1
2020-01-10,26.854,1
2020-01-11,25.819,1
2020-01-12,27.108,1
2020-01-13,28.315,1
2020-01-14,27.723,1
2020-01-15,30.609,2
2020-01-16,30.545,2
2020-01-17,30.475,2
2020-01-18,30.399,2
2020-01-19,30.317,2
2020-01-20,30.231,2
2020-01-21,30.142,2
