Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-05-15,4.595,0
2021-05-16,3.002,0
2021-05-17,2.731,0
2021-05-18,1.673,0
2021-05-19,1.471,0
2021-05-20,2.025,0
2021-05-21,2.016,0
2021-05-22,2.096,1
2021-05-23,1.761,1
2021-05-24,1.714,1
2021-05-25,1.218,1
2021-05-26,1.359,1
2021-05-27,3.076,1
2021-05-28,3.451,1
2021-05-29,2.825,1
2021-05-30,1.818,1
2021-05-31,1.261,1
2021-06-01,1.085,1
2021-06-02,1.289,1
2021-06-03,1.351,1
2021-06-04,1.062,1
2021-06-05,0.911,1
2021-06-06,0.91,1
2021-06-07,1.065,2
2021-06-08,0.966,2
2021-06-09,0.873,2
2021-06-10,0.788,2
2021-06-11,0.709,2
2021-06-12,0.637,2
2021-06-13,0.571,2
