Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-10-17,12.397,0
2018-10-18,13.764,0
2018-10-19,10.928,0
2018-10-20,10.945,0
2018-10-21,15.905,0
2018-10-22,13.22,0
2018-10-23,12.16,0
2018-10-24,14.194,1
2018-10-25,14.671,1
2018-10-26,13.497,1
2018-10-27,12.107,1
2018-10-28,12.524,1
2018-10-29,13.013,1
2018-10-30,13.385,1
2018-10-31,12.963,1
2018-11-01,12.8,1
2018-11-02,12.872,1
2018-11-03,13.004,1
2018-11-04,13.12,1
2018-11-05,14.092,1
2018-11-06,14.288,1
2018-11-07,13.811,1
2018-11-08,15.348,2
2018-11-09,15.714,2
2018-11-10,16.082,2
2018-11-11,16.45,2
2018-11-12,16.818,2
2018-11-13,17.186,2
2018-11-14,17.552,2
