Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-03-14,16.973,0
2022-03-15,13.883,0
2022-03-16,11.901,0
2022-03-17,11.023,0
2022-03-18,12.243,0
2022-03-19,13.643,0
2022-03-20,14.479,0
2022-03-21,12.602,1
2022-03-22,13.555,1
2022-03-23,14.224,1
2022-03-24,14.337,1
2022-03-25,14.903,1
2022-03-26,16.774,1
2022-03-27,18.524,1
2022-03-28,16.99,1
2022-03-29,14.089,1
2022-03-30,14.076,1
2022-03-31,14.795,1
2022-04-01,14.372,1
2022-04-02,13.573,1
2022-04-03,13.374,1
2022-04-04,13.409,1
2022-04-05,13.763,2
2022-04-06,13.543,2
2022-04-07,13.321,2
2022-04-08,13.096,2
2022-04-09,12.868,2
2022-04-10,12.636,2
2022-04-11,12.402,2
