Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-06-03,6.36,0
2022-06-04,6.304,0
2022-06-05,7.114,0
2022-06-06,8.214,0
2022-06-07,8.753,0
2022-06-08,9.339,0
2022-06-09,8.965,0
2022-06-10,8.576,1
2022-06-11,9.917,1
2022-06-12,11.686,1
2022-06-13,13.267,1
2022-06-14,13.943,1
2022-06-15,13.439,1
2022-06-16,13.215,1
2022-06-17,12.741,1
2022-06-18,12.841,1
2022-06-19,11.892,1
2022-06-20,10.496,2
2022-06-21,10.66,2
2022-06-22,10.823,2
2022-06-23,10.985,2
2022-06-24,11.144,2
2022-06-25,11.301,2
2022-06-26,11.455,2
