Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-11-21,0.839,0
2020-11-22,0.851,0
2020-11-23,0.364,0
2020-11-24,0.633,0
2020-11-25,0.658,0
2020-11-26,0.673,0
2020-11-27,0.844,0
2020-11-28,0.581,1
2020-11-29,0.514,1
2020-11-30,0.274,1
2020-12-01,0.015,1
2020-12-02,0.065,1
2020-12-03,0.206,1
2020-12-04,0.326,1
2020-12-05,0.236,1
2020-12-06,0.094,1
2020-12-07,0.042,1
2020-12-08,0.029,1
2020-12-09,0.065,1
2020-12-10,0.092,1
2020-12-11,0.123,1
2020-12-12,0.152,1
2020-12-13,0.181,1
2020-12-14,0.293,2
2020-12-15,0.286,2
2020-12-16,0.281,2
2020-12-17,0.276,2
2020-12-18,0.272,2
2020-12-19,0.268,2
2020-12-20,0.265,2
