Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-28,11.402,0
2020-06-29,11.56,0
2020-06-30,11.053,0
2020-07-01,11.323,0
2020-07-02,12.518,0
2020-07-03,13.232,0
2020-07-04,13.147,0
2020-07-05,13.674,1
2020-07-06,13.78,1
2020-07-07,13.288,1
2020-07-08,14.253,1
2020-07-09,14.895,1
2020-07-10,14.977,1
2020-07-11,14.753,1
2020-07-12,14.777,1
2020-07-13,14.475,1
2020-07-14,14.82,1
2020-07-15,12.438,2
2020-07-16,12.461,2
2020-07-17,12.475,2
2020-07-18,12.481,2
2020-07-19,12.478,2
2020-07-20,12.466,2
2020-07-21,12.447,2
