Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-08-04,14.528,0
2022-08-05,14.334,0
2022-08-06,14.37,0
2022-08-07,14.547,0
2022-08-08,14.122,0
2022-08-09,13.116,0
2022-08-10,11.885,0
2022-08-11,11.12,1
2022-08-12,10.186,1
2022-08-13,10.373,1
2022-08-14,11.171,1
2022-08-15,11.448,1
2022-08-16,11.029,1
2022-08-17,10.835,1
2022-08-18,11.047,1
2022-08-19,11.631,1
2022-08-20,12.146,1
2022-08-21,12.221,1
2022-08-22,12.095,1
2022-08-23,12.231,1
2022-08-24,12.599,1
2022-08-25,12.435,1
2022-08-26,12.332,1
2022-08-27,10.41,2
2022-08-28,10.307,2
2022-08-29,10.196,2
2022-08-30,10.078,2
2022-08-31,9.951,2
2022-09-01,9.817,2
2022-09-02,9.675,2
