Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-08-05,11.439,0
2021-08-06,12.692,0
2021-08-07,13.396,0
2021-08-08,13.87,0
2021-08-09,14.693,0
2021-08-10,15.679,0
2021-08-11,16.048,0
2021-08-12,16.681,0
2021-08-13,16.351,1
2021-08-14,14.534,1
2021-08-15,13.064,1
2021-08-16,12.723,1
2021-08-17,13.13,1
2021-08-18,13.814,1
2021-08-19,14.415,1
2021-08-20,14.928,1
2021-08-21,15.669,1
2021-08-22,15.383,1
2021-08-23,15.372,1
2021-08-24,16.053,1
2021-08-25,16.256,1
2021-08-26,15.806,1
2021-08-27,14.536,1
2021-08-28,12.388,2
2021-08-29,12.275,2
2021-08-30,12.156,2
2021-08-31,12.03,2
2021-09-01,11.899,2
2021-09-02,11.761,2
2021-09-03,11.618,2
