Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-01-26,0.049,0
2020-01-27,0.153,0
2020-01-28,0.278,0
2020-01-29,0.358,0
2020-01-30,0.308,0
2020-01-31,0.408,0
2020-02-01,0.178,0
2020-02-02,0.001,0
2020-02-03,0.048,1
2020-02-04,0.637,1
2020-02-05,0.825,1
2020-02-06,1.605,1
2020-02-07,0.507,1
2020-02-08,0.403,1
2020-02-09,0.762,1
2020-02-10,0.582,1
2020-02-11,0.83,1
2020-02-12,0.931,1
2020-02-13,0.968,1
2020-02-14,0.903,1
2020-02-15,0.918,1
2020-02-16,0.742,1
2020-02-17,0.912,2
2020-02-18,0.932,2
2020-02-19,0.95,2
2020-02-20,0.965,2
2020-02-21,0.978,2
2020-02-22,0.989,2
2020-02-23,0.998,2
