Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-05-03,3.431,0
2022-05-04,3.701,0
2022-05-05,3.423,0
2022-05-06,3.352,0
2022-05-07,3.302,0
2022-05-08,3.565,0
2022-05-09,4.038,0
2022-05-10,4.862,1
2022-05-11,4.977,1
2022-05-12,5.139,1
2022-05-13,5.096,1
2022-05-14,5.713,1
2022-05-15,5.957,1
2022-05-16,5.39,1
2022-05-17,5.331,1
2022-05-18,5.687,1
2022-05-19,5.975,1
2022-05-20,6.439,1
2022-05-21,6.704,1
2022-05-22,6.514,1
2022-05-23,6.294,1
2022-05-24,6.825,1
2022-05-25,5.549,2
2022-05-26,5.701,2
2022-05-27,5.853,2
2022-05-28,6.003,2
2022-05-29,6.153,2
2022-05-30,6.302,2
2022-05-31,6.451,2
