Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-11-02,8.257,0
2022-11-03,9.676,0
2022-11-04,8.795,0
2022-11-05,8.09,0
2022-11-06,7.854,0
2022-11-07,10.609,0
2022-11-08,14.663,0
2022-11-09,12.812,1
2022-11-10,11.871,1
2022-11-11,15.23,1
2022-11-12,19.827,1
2022-11-13,24.32,1
2022-11-14,24.835,1
2022-11-15,24.494,1
2022-11-16,24.768,1
2022-11-17,26.046,1
2022-11-18,26.751,1
2022-11-19,26.658,1
2022-11-20,25.555,1
2022-11-21,23.336,1
2022-11-22,21.417,1
2022-11-23,19.993,1
2022-11-24,21.201,2
2022-11-25,21.411,2
2022-11-26,21.616,2
2022-11-27,21.814,2
2022-11-28,22.008,2
2022-11-29,22.199,2
2022-11-30,22.387,2
