Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2023-02-06,22.97,0
2023-02-07,22.565,0
2023-02-08,21.263,0
2023-02-09,19.591,0
2023-02-10,22.608,0
2023-02-11,25.65,0
2023-02-12,23.465,0
2023-02-13,20.923,1
2023-02-14,20.479,1
2023-02-15,17.958,1
2023-02-16,21.561,1
2023-02-17,27.837,1
2023-02-18,27.616,1
2023-02-19,21.657,1
2023-02-20,18.015,1
2023-02-21,19.347,1
2023-02-22,23.061,1
2023-02-23,25.719,1
2023-02-24,27.506,1
2023-02-25,27.214,1
2023-02-26,25.313,1
2023-02-27,25.299,1
2023-02-28,24.814,2
2023-03-01,24.187,2
2023-03-02,23.868,2
2023-03-03,23.546,2
2023-03-04,23.221,2
2023-03-05,22.896,2
2023-03-06,22.571,2
