Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-04-06,2.586,0
2020-04-07,4.923,0
2020-04-08,6.353,0
2020-04-09,5.103,0
2020-04-10,2.541,0
2020-04-11,1.979,0
2020-04-12,3.687,0
2020-04-13,3.492,0
2020-04-14,2.894,1
2020-04-15,2.364,1
2020-04-16,1.68,1
2020-04-17,2.594,1
2020-04-18,3.042,1
2020-04-19,3.29,1
2020-04-20,3.093,1
2020-04-21,3.27,1
2020-04-22,3.906,1
2020-04-23,3.781,1
2020-04-24,3.135,1
2020-04-25,2.884,1
2020-04-26,2.778,1
2020-04-27,2.658,1
2020-04-28,2.68,1
2020-04-29,3.847,2
2020-04-30,3.942,2
2020-05-01,4.043,2
2020-05-02,4.149,2
2020-05-03,4.261,2
2020-05-04,4.38,2
2020-05-05,4.504,2
