Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-11-19,21.762,0
2021-11-20,19.84,0
2021-11-21,17.85,0
2021-11-22,21.699,0
2021-11-23,23.291,0
2021-11-24,20.087,0
2021-11-25,21.277,0
2021-11-26,24.471,1
2021-11-27,23.251,1
2021-11-28,22.839,1
2021-11-29,22.826,1
2021-11-30,21.232,1
2021-12-01,21.31,1
2021-12-02,18.573,1
2021-12-03,17.521,1
2021-12-04,21.328,1
2021-12-05,22.641,1
2021-12-06,21.982,1
2021-12-07,21.919,1
2021-12-08,20.632,1
2021-12-09,20.221,1
2021-12-10,20.243,1
2021-12-11,24.622,2
2021-12-12,24.842,2
2021-12-13,25.064,2
2021-12-14,25.288,2
2021-12-15,25.513,2
2021-12-16,25.74,2
2021-12-17,25.967,2
