Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-08-06,15.327,0
2018-08-07,15.097,0
2018-08-08,15.023,0
2018-08-09,14.43,0
2018-08-10,13.685,0
2018-08-11,12.931,0
2018-08-12,12.983,0
2018-08-13,13.155,1
2018-08-14,13.414,1
2018-08-15,14.006,1
2018-08-16,14.061,1
2018-08-17,13.682,1
2018-08-18,13.056,1
2018-08-19,12.694,1
2018-08-20,12.847,1
2018-08-21,12.34,1
2018-08-22,11.929,1
2018-08-23,11.726,1
2018-08-24,11.842,1
2018-08-25,12.027,1
2018-08-26,12.134,1
2018-08-27,12.034,1
2018-08-28,11.951,1
2018-08-29,11.704,2
2018-08-30,11.579,2
2018-08-31,11.452,2
2018-09-01,11.32,2
2018-09-02,11.185,2
2018-09-03,11.046,2
2018-09-04,10.904,2
