Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-23,6.098,0
2022-04-24,5.795,0
2022-04-25,9.125,0
2022-04-26,11.772,0
2022-04-27,13.437,0
2022-04-28,12.792,0
2022-04-29,10.458,0
2022-04-30,8.221,1
2022-05-01,7.836,1
2022-05-02,8.356,1
2022-05-03,8.138,1
2022-05-04,8.267,1
2022-05-05,8.367,1
2022-05-06,11.152,1
2022-05-07,12.348,1
2022-05-08,10.638,1
2022-05-09,8.761,1
2022-05-10,6.149,1
2022-05-11,3.688,1
2022-05-12,4.123,1
2022-05-13,4.394,1
2022-05-14,4.957,1
2022-05-15,4.694,2
2022-05-16,4.504,2
2022-05-17,4.315,2
2022-05-18,4.128,2
2022-05-19,3.943,2
2022-05-20,3.759,2
2022-05-21,3.576,2
