Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-01-10,30.588,0
2019-01-11,30.519,0
2019-01-12,29.358,0
2019-01-13,30.947,0
2019-01-14,32.279,0
2019-01-15,30.526,0
2019-01-16,28.46,0
2019-01-17,28.411,1
2019-01-18,27.004,1
2019-01-19,28.887,1
2019-01-20,34.749,1
2019-01-21,36.758,1
2019-01-22,31.223,1
2019-01-23,30.352,1
2019-01-24,31.048,1
2019-01-25,31.872,1
2019-01-26,30.828,1
2019-01-27,29.756,1
2019-01-28,28.521,1
2019-01-29,29.079,1
2019-01-30,28.269,1
2019-01-31,27.55,1
2019-02-01,29.544,2
2019-02-02,29.473,2
2019-02-03,29.397,2
2019-02-04,29.317,2
2019-02-05,29.232,2
2019-02-06,29.14,2
2019-02-07,29.041,2
