Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-06-02,6.274,0
2019-06-03,5.486,0
2019-06-04,6.276,0
2019-06-05,8.559,0
2019-06-06,8.064,0
2019-06-07,6.979,0
2019-06-08,6.826,0
2019-06-09,7.466,1
2019-06-10,6.233,1
2019-06-11,5.065,1
2019-06-12,5.028,1
2019-06-13,4.857,1
2019-06-14,4.708,1
2019-06-15,6.17,1
2019-06-16,7.066,1
2019-06-17,7.367,1
2019-06-18,7.795,1
2019-06-19,8.671,1
2019-06-20,9.082,1
2019-06-21,9.346,1
2019-06-22,9.591,1
2019-06-23,9.673,1
2019-06-24,10.103,2
2019-06-25,10.246,2
2019-06-26,10.387,2
2019-06-27,10.524,2
2019-06-28,10.658,2
2019-06-29,10.787,2
2019-06-30,10.912,2
