Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-01-29,0,0
2019-01-30,0.003,0
2019-01-31,0.067,0
2019-02-01,0.324,0
2019-02-02,0.83,0
2019-02-03,0.76,0
2019-02-04,0.676,0
2019-02-05,0.753,1
2019-02-06,1.256,1
2019-02-07,1.105,1
2019-02-08,0.856,1
2019-02-09,0.622,1
2019-02-10,0.475,1
2019-02-11,0.907,1
2019-02-12,1.74,1
2019-02-13,1.427,1
2019-02-14,1.268,1
2019-02-15,1.637,1
2019-02-16,1.673,1
2019-02-17,1.604,1
2019-02-18,1.359,1
2019-02-19,0.929,1
2019-02-20,0.832,2
2019-02-21,0.847,2
2019-02-22,0.862,2
2019-02-23,0.876,2
2019-02-24,0.89,2
2019-02-25,0.903,2
2019-02-26,0.916,2
