Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-03-09,0.983,0
2020-03-10,1.609,0
2020-03-11,2.317,0
2020-03-12,2.873,0
2020-03-13,2.786,0
2020-03-14,2.79,0
2020-03-15,2.556,0
2020-03-16,2.362,1
2020-03-17,2.659,1
2020-03-18,3.078,1
2020-03-19,3.849,1
2020-03-20,2.952,1
2020-03-21,1.823,1
2020-03-22,1.595,1
2020-03-23,1.507,1
2020-03-24,2.032,1
2020-03-25,1.991,1
2020-03-26,1.87,1
2020-03-27,1.858,1
2020-03-28,1.941,1
2020-03-29,1.724,1
2020-03-30,1.496,1
2020-03-31,2.05,2
2020-04-01,2.115,2
2020-04-02,2.18,2
2020-04-03,2.244,2
2020-04-04,2.307,2
2020-04-05,2.369,2
2020-04-06,2.43,2
