Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-02-02,28.602,0
2021-02-03,28.169,0
2021-02-04,27.572,0
2021-02-05,28.703,0
2021-02-06,32.65,0
2021-02-07,36.771,0
2021-02-08,36.117,0
2021-02-09,33.904,1
2021-02-10,35.121,1
2021-02-11,37.027,1
2021-02-12,39.996,1
2021-02-13,42.272,1
2021-02-14,44.645,1
2021-02-15,47.412,1
2021-02-16,42.54,1
2021-02-17,38.32,1
2021-02-18,36.441,1
2021-02-19,37.276,1
2021-02-20,33.687,1
2021-02-21,29.242,1
2021-02-22,23.865,1
2021-02-23,22.578,1
2021-02-24,25.206,2
2021-02-25,24.942,2
2021-02-26,24.671,2
2021-02-27,24.392,2
2021-02-28,24.106,2
2021-03-01,23.516,2
2021-03-02,23.214,2
