Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-02-04,0.271,0
2020-02-05,0.384,0
2020-02-06,0.756,0
2020-02-07,0.109,0
2020-02-08,0.028,0
2020-02-09,0.396,0
2020-02-10,0.594,0
2020-02-11,0.763,0
2020-02-12,0.733,1
2020-02-13,0.566,1
2020-02-14,0.215,1
2020-02-15,0.117,1
2020-02-16,0.263,1
2020-02-17,0.392,1
2020-02-18,0.645,1
2020-02-19,0.437,1
2020-02-20,0.386,1
2020-02-21,0.059,1
2020-02-22,0.019,1
2020-02-23,0.056,1
2020-02-24,0.168,1
2020-02-25,0.151,1
2020-02-26,0,1
2020-02-27,0.488,2
2020-02-28,0.488,2
2020-02-29,0.487,2
2020-03-01,0.486,2
2020-03-02,0.484,2
2020-03-03,0.482,2
2020-03-04,0.48,2
