Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-13,5.486,0
2020-06-14,5.084,0
2020-06-15,5.438,0
2020-06-16,5.865,0
2020-06-17,6.397,0
2020-06-18,8.2,0
2020-06-19,9.355,0
2020-06-20,10.063,1
2020-06-21,11.042,1
2020-06-22,11.621,1
2020-06-23,11.114,1
2020-06-24,10.117,1
2020-06-25,9.679,1
2020-06-26,10.271,1
2020-06-27,10.89,1
2020-06-28,10.575,1
2020-06-29,10.854,1
2020-06-30,11.041,2
2020-07-01,11.183,2
2020-07-02,11.321,2
2020-07-03,11.453,2
2020-07-04,11.579,2
2020-07-05,11.698,2
2020-07-06,11.81,2
