Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-07-14,14.739,0
2019-07-15,14.605,0
2019-07-16,15.764,0
2019-07-17,16.052,0
2019-07-18,15.758,0
2019-07-19,16.384,0
2019-07-20,16.441,0
2019-07-21,15.755,1
2019-07-22,13.821,1
2019-07-23,10.699,1
2019-07-24,10.84,1
2019-07-25,11.786,1
2019-07-26,13.057,1
2019-07-27,13.871,1
2019-07-28,14.866,1
2019-07-29,15.047,1
2019-07-30,15.143,1
2019-07-31,15.509,1
2019-08-01,15.035,1
2019-08-02,14.406,1
2019-08-03,14.369,1
2019-08-04,14.689,1
2019-08-05,13.865,2
2019-08-06,13.827,2
2019-08-07,13.785,2
2019-08-08,13.739,2
2019-08-09,13.689,2
2019-08-10,13.635,2
2019-08-11,13.578,2
