Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-08-08,15.023,0
2018-08-09,14.43,0
2018-08-10,13.685,0
2018-08-11,12.931,0
2018-08-12,12.983,0
2018-08-13,12.681,0
2018-08-14,13.173,0
2018-08-15,13.575,1
2018-08-16,14.373,1
2018-08-17,14.297,1
2018-08-18,13.567,1
2018-08-19,13.467,1
2018-08-20,13.535,1
2018-08-21,13.637,1
2018-08-22,13.092,1
2018-08-23,12.682,1
2018-08-24,12.839,1
2018-08-25,12.168,2
2018-08-26,12.056,2
2018-08-27,11.942,2
2018-08-28,11.824,2
2018-08-29,11.704,2
2018-08-30,11.579,2
2018-08-31,11.452,2
