Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-01-09,28.561,0
2022-01-10,33.244,0
2022-01-11,32.826,0
2022-01-12,25.615,0
2022-01-13,23.13,0
2022-01-14,28.041,0
2022-01-15,34.741,0
2022-01-16,31.979,1
2022-01-17,28.147,1
2022-01-18,28.814,1
2022-01-19,28.937,1
2022-01-20,37.004,1
2022-01-21,40.382,1
2022-01-22,37.62,1
2022-01-23,35.863,1
2022-01-24,35.597,1
2022-01-25,31.992,1
2022-01-26,28.728,2
2022-01-27,28.714,2
2022-01-28,28.701,2
2022-01-29,28.689,2
2022-01-30,28.676,2
2022-01-31,28.663,2
2022-02-01,28.648,2
