Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-11-14,19.091,0
2021-11-15,18.51,0
2021-11-16,16.816,0
2021-11-17,14.37,0
2021-11-18,17.199,0
2021-11-19,21.762,0
2021-11-20,19.84,0
2021-11-21,18.217,0
2021-11-22,22.917,1
2021-11-23,24.51,1
2021-11-24,21.491,1
2021-11-25,22.877,1
2021-11-26,25.009,1
2021-11-27,22.961,1
2021-11-28,21.421,1
2021-11-29,21.362,1
2021-11-30,23.347,1
2021-12-01,25.066,1
2021-12-02,23.122,1
2021-12-03,20.834,1
2021-12-04,21.571,1
2021-12-05,22.419,1
2021-12-06,22.3,1
2021-12-07,23.767,2
2021-12-08,23.977,2
2021-12-09,24.19,2
2021-12-10,24.405,2
2021-12-11,24.622,2
2021-12-12,24.842,2
2021-12-13,25.064,2
