Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-16,13.186,0
2022-04-17,17.001,0
2022-04-18,17.643,0
2022-04-19,16.654,0
2022-04-20,13.531,0
2022-04-21,9.09,0
2022-04-22,8.654,0
2022-04-23,6.082,1
2022-04-24,5.685,1
2022-04-25,8.663,1
2022-04-26,10.709,1
2022-04-27,12.789,1
2022-04-28,11.851,1
2022-04-29,10.569,1
2022-04-30,10.117,1
2022-05-01,10.061,1
2022-05-02,9.626,1
2022-05-03,8.823,1
2022-05-04,8.208,1
2022-05-05,7.812,1
2022-05-06,7.279,1
2022-05-07,6.736,1
2022-05-08,5.941,1
2022-05-09,5.875,2
2022-05-10,5.672,2
2022-05-11,5.472,2
2022-05-12,5.275,2
2022-05-13,5.079,2
2022-05-14,4.886,2
2022-05-15,4.694,2
