,ens(8),"ecmwf(9,10)","gfs(11,14)","cmc(9,14)"
2022-08-22 12:00:00,0.031,-0.26499999999999996,2.083,-3.0339999999999994
2022-08-23 12:00:00,0.016,0.539,1.062,-1.0519999999999996
2022-08-24 12:00:00,0.16599999999999993,0.20900000000000007,0.6589999999999998,-0.7639999999999996
2022-08-25 12:00:00,0.13899999999999996,0.04299999999999998,0.22100000000000009,-1.1110000000000002
2022-08-26 12:00:00,0.03500000000000003,0.20300000000000007,1.6830000000000003,-2.394
